order_id,customer_id,order_date,status,shipping_city,shipping_state,discount,tax,total_amount
ORD001467,CUST00308,2024-06-07,Pending,Philadelphia,PA,33.72,95.12,1250.45
ORD001468,CUST00483,2024-05-31,Completed,Tampa,FL,0,116.63,1574.52
ORD001469,CUST00061,2023-02-21,Completed,Salt Lake City,UT,0,94.87,1280.78
ORD001470,CUST00461,2023-04-01,Pending,Indianapolis,IN,21.18,57.77,758.72
ORD001471,CUST00371,2023-10-18,Completed,San Francisco,CA,40.42,89.23,1164.17
ORD001472,CUST00329,2025-03-08,Completed,Miami,FL,29.05,137.66,1829.42
ORD001473,CUST00328,2024-10-17,Completed,Atlanta,GA,0,97.39,1314.79
ORD001474,CUST00314,2024-01-21,Returned,Denver,CO,0,40.99,553.33
ORD001475,CUST00079,2024-04-08,Completed,Tampa,FL,0,25.63,345.98
ORD001476,CUST00125,2023-05-26,Completed,Detroit,MI,0,149.45,2017.62
ORD001477,CUST00405,2024-07-13,Completed,Minneapolis,MN,0,81.2,1096.22
ORD001478,CUST00451,2024-02-14,Completed,Charlotte,NC,0,81.09,1094.67
ORD001479,CUST00270,2023-09-22,Completed,Tampa,FL,0,25.57,345.22
ORD001480,CUST00154,2023-03-11,Completed,Orlando,FL,0,100.32,1354.33
ORD001481,CUST00128,2025-04-29,Completed,Phoenix,AZ,0,143.54,1937.74
ORD001482,CUST00209,2024-09-06,Completed,Portland,OR,8.16,131.61,1768.53
ORD001483,CUST00023,2024-05-01,Completed,San Antonio,TX,44.72,55.73,707.63
ORD001484,CUST00012,2024-06-07,Completed,Indianapolis,IN,0,54.26,732.51
ORD001485,CUST00220,2023-10-13,Completed,Austin,TX,24.78,43.13,557.47
ORD001486,CUST00291,2025-06-12,Completed,Nashville,TN,0,47.4,639.92
ORD001487,CUST00477,2023-03-06,Completed,Minneapolis,MN,0,118.87,1604.73
ORD001488,CUST00465,2023-05-10,Cancelled,Phoenix,AZ,29.73,92.4,-95.82
ORD001489,CUST00212,2024-04-17,Returned,New York,NY,7.27,44.61,594.91
ORD001490,CUST00136,2025-05-09,Cancelled,San Antonio,TX,0,30.86,416.58
ORD001491,CUST00357,2024-07-05,Completed,Tampa,FL,45.76,112.3,1470.32
ORD001492,CUST00047,2024-06-02,Completed,Orlando,FL,0,51.08,689.53
ORD001493,CUST00070,2023-09-25,Completed,Nashville,TN,40.18,9.41,86.85
ORD001494,CUST00456,2024-12-04,Completed,Jacksonville,FL,49.73,40.63,498.77
ORD001495,CUST00117,2023-03-14,Completed,Chicago,IL,0,68.52,925.03
ORD001496,CUST00052,2023-11-18,Completed,Atlanta,GA,0,156.18,2108.39
ORD001497,CUST00305,2024-09-05,Completed,Indianapolis,IN,0,78.5,1059.81
ORD001498,CUST00193,2023-11-02,Cancelled,Boston,MA,0,93.53,1262.65
ORD001499,CUST00255,2023-10-08,Completed,Miami,FL,37.03,89.79,1175.13
ORD001500,CUST00477,2025-03-19,Completed,Minneapolis,MN,0,27.23,367.65
ORD001501,CUST00457,2025-06-04,Completed,Boston,MA,0,121.39,1638.8
ORD001502,CUST00260,2025-03-12,Completed,Los Angeles,CA,38.4,154.42,2046.24
ORD001503,CUST00402,2023-09-06,Completed,Los Angeles,CA,18.48,128.15,1711.55
ORD001504,CUST00324,2023-07-08,Returned,Dallas,TX,16.83,47.41,623.18
ORD001505,CUST00346,2023-12-22,Completed,Detroit,MI,0,10.11,136.43
ORD001506,CUST00391,2023-07-11,Completed,Tampa,FL,0,25.7,346.97
ORD001507,CUST00069,2025-06-21,Completed,Orlando,FL,0,105.61,1425.77
ORD001508,CUST00052,2024-02-04,Completed,Nashville,TN,0,14.12,190.67
ORD001509,CUST00265,2025-05-22,Completed,Philadelphia,PA,0,153.12,2067.08
ORD001510,CUST00265,2023-01-07,Pending,Miami,FL,48.97,3.98,4.74
ORD001511,CUST00305,2024-05-21,Completed,Atlanta,GA,6.39,140.14,1885.5
ORD001512,CUST00368,2025-03-15,Completed,Portland,OR,46.55,44.87,559.25
ORD001513,CUST00471,2025-05-23,Cancelled,Minneapolis,MN,0,130.22,1757.96
ORD001514,CUST00176,2024-06-25,Completed,Austin,TX,0,118.09,1594.21
ORD001515,CUST00025,2024-12-14,Completed,Charlotte,NC,0,62.72,846.74
ORD001516,CUST00159,2025-04-18,Completed,Raleigh,NC,18.42,43.53,569.27
ORD001517,CUST00409,2024-07-24,Completed,Dallas,TX,11.63,52.97,703.45
ORD001518,CUST00240,2024-11-23,Completed,Seattle,WA,12.72,105.01,1404.88
ORD001519,CUST00079,2025-06-09,Cancelled,Detroit,MI,0,141.0,1903.51
ORD001520,CUST00318,2024-07-04,Completed,Orlando,FL,36.82,156.38,2074.32
ORD001521,CUST00331,2025-03-03,Completed,Philadelphia,PA,0,34.27,462.7
ORD001522,CUST00351,2023-02-01,Completed,Austin,TX,0,133.48,1802.04
ORD001523,CUST00402,2024-05-01,Cancelled,Austin,TX,0,3.6,-19.88
ORD001524,CUST00017,2025-04-26,Pending,Miami,FL,0,53.71,725.03
ORD001525,CUST00137,2025-03-22,Completed,Miami,FL,16.25,87.98,1171.46
ORD001526,CUST00404,2023-08-24,Completed,Charlotte,NC,0.59,137.48,1855.41
ORD001527,CUST00035,2025-01-02,Completed,San Antonio,TX,22.03,81.62,1079.8
ORD001528,CUST00185,2023-06-26,Completed,Tampa,FL,0,41.9,565.6
ORD001529,CUST00034,2023-02-24,Completed,Indianapolis,IN,10.51,86.36,1155.31
ORD001530,CUST00329,2023-08-11,Completed,Salt Lake City,UT,0,125.83,1698.7
ORD001531,CUST00263,2024-09-02,Completed,Nashville,TN,0,86.6,1169.13
ORD001532,CUST00301,2025-01-22,Returned,Indianapolis,IN,0,100.14,1351.9
ORD001533,CUST00297,2025-02-21,Returned,San Jose,CA,3.05,158.92,2142.42
ORD001534,CUST00193,2023-04-18,Returned,Dallas,TX,0,72.79,982.63
ORD001535,CUST00364,2023-04-02,Completed,Charlotte,NC,49.32,87.21,1127.98
ORD001536,CUST00084,2023-05-16,Completed,Indianapolis,IN,41.58,104.35,1367.19
ORD001537,CUST00338,2025-03-22,Completed,San Francisco,CA,0,156.16,2108.22
ORD001538,CUST00089,2025-04-16,Completed,Kansas City,MO,0,141.24,1906.74
ORD001539,CUST00008,2024-07-24,Completed,Houston,TX,8.39,20.79,272.23
ORD001540,CUST00237,2025-06-29,Completed,Jacksonville,FL,0,11.58,156.38
ORD001541,CUST00286,2023-02-16,Completed,Tampa,FL,25.4,101.61,1346.34
ORD001542,CUST00191,2023-05-05,Completed,Salt Lake City,UT,0,14.84,200.39
ORD001543,CUST00125,2023-10-23,Cancelled,Miami,FL,0,116.36,-71.06
ORD001544,CUST00385,2025-02-12,Completed,Philadelphia,PA,0,78.04,1053.56
ORD001545,CUST00347,2023-11-13,Completed,Dallas,TX,0,157.22,2122.46
ORD001546,CUST00469,2023-07-23,Completed,San Antonio,TX,49.73,74.0,949.22
ORD001547,CUST00225,2025-04-16,Completed,Jacksonville,FL,47.17,152.48,2011.25
ORD001548,CUST00200,2024-12-06,Completed,Phoenix,AZ,0,70.16,947.2
ORD001549,CUST00154,2023-03-17,Completed,Tampa,FL,0,104.13,1405.79
ORD001550,CUST00414,2024-12-21,Completed,Philadelphia,PA,49.66,37.21,452.64
ORD001551,CUST00138,2023-04-13,Completed,Orlando,FL,0,131.16,1770.69
ORD001552,CUST00221,2024-09-21,Completed,Salt Lake City,UT,0,124.04,1674.59
ORD001553,CUST00290,2023-10-29,Completed,Minneapolis,MN,0,61.46,829.74
ORD001554,CUST00222,2024-09-13,Completed,Atlanta,GA,0,4.04,54.58
ORD001555,CUST00190,2024-11-29,Completed,San Diego,CA,24.26,98.92,1311.1
ORD001556,CUST00305,2024-04-09,Completed,Tampa,FL,28.47,143.65,1910.83
ORD001557,CUST00184,2023-03-31,Completed,San Francisco,CA,0,141.18,1905.92
ORD001558,CUST00195,2024-10-08,Returned,Raleigh,NC,0,90.16,1217.11
ORD001559,CUST00460,2023-03-22,Completed,New York,NY,0,2.53,34.1
ORD001560,CUST00061,2023-03-16,Pending,Las Vegas,NV,18.06,82.46,1095.18
ORD001561,CUST00309,2023-10-25,Completed,Raleigh,NC,33.55,23.45,283.08
ORD001562,CUST00365,2023-04-09,Cancelled,Jacksonville,FL,0,127.88,-85.53
ORD001563,CUST00245,2024-03-22,Pending,Atlanta,GA,0,27.37,369.55
ORD001564,CUST00468,2023-03-18,Completed,Detroit,MI,0,130.09,1756.19
ORD001565,CUST00249,2024-01-11,Cancelled,Indianapolis,IN,0,22.49,-65.34
ORD001566,CUST00065,2025-03-09,Completed,Chicago,IL,0,2.06,27.77
ORD001567,CUST00205,2023-01-01,Completed,Las Vegas,NV,0.9,117.92,1590.97
ORD001568,CUST00109,2023-12-17,Pending,Charlotte,NC,0,152.18,2054.45
ORD001569,CUST00287,2025-06-04,Completed,Dallas,TX,0,29.74,401.44
ORD001570,CUST00485,2025-06-25,Returned,Nashville,TN,0.25,15.69,211.58
ORD001571,CUST00200,2023-09-26,Completed,Jacksonville,FL,12.02,23.18,300.93
ORD001572,CUST00358,2023-03-09,Completed,Las Vegas,NV,0,57.27,773.11
ORD001573,CUST00238,2024-08-11,Completed,Houston,TX,0,1.76,23.79
ORD001574,CUST00451,2024-11-03,Pending,San Antonio,TX,0,31.05,419.19
ORD001575,CUST00237,2023-08-21,Cancelled,Chicago,IL,43.11,71.39,-86.38
ORD001576,CUST00335,2024-08-30,Cancelled,Phoenix,AZ,0,3.93,-74.36
ORD001577,CUST00416,2024-08-10,Returned,Philadelphia,PA,28.09,53.43,693.25
ORD001578,CUST00068,2024-06-18,Cancelled,San Jose,CA,0,95.55,-13.48
ORD001579,CUST00407,2024-04-28,Completed,Indianapolis,IN,20.67,117.66,1567.74
ORD001580,CUST00372,2023-07-27,Pending,San Jose,CA,40.55,14.69,157.77
ORD001581,CUST00313,2023-12-07,Completed,Phoenix,AZ,0,57.32,773.87
ORD001582,CUST00452,2023-07-07,Completed,Atlanta,GA,0,142.96,1929.92
ORD001583,CUST00216,2024-06-20,Completed,Las Vegas,NV,41.19,55.04,701.89
ORD001584,CUST00302,2023-10-07,Completed,Houston,TX,21.77,119.66,1593.65
ORD001585,CUST00496,2023-09-15,Pending,Charlotte,NC,46.55,81.34,1051.48
ORD001586,CUST00497,2023-08-22,Completed,Jacksonville,FL,0,157.05,2120.22
ORD001587,CUST00418,2023-05-22,Completed,Boston,MA,0,54.01,729.09
ORD001588,CUST00181,2024-12-22,Pending,Orlando,FL,0,58.64,791.65
ORD001589,CUST00005,2024-02-11,Completed,Philadelphia,PA,0,91.03,1228.88
ORD001590,CUST00159,2023-12-08,Completed,Chicago,IL,16.23,8.33,96.26
ORD001591,CUST00052,2024-09-06,Completed,Los Angeles,CA,0,38.6,521.07
ORD001592,CUST00152,2024-02-02,Cancelled,Raleigh,NC,0,157.83,2130.66
ORD001593,CUST00318,2023-02-25,Completed,Orlando,FL,8.86,102.0,1368.15
ORD001594,CUST00091,2023-11-19,Pending,Las Vegas,NV,46.61,112.26,1468.94
ORD001595,CUST00407,2024-11-13,Returned,New York,NY,0,70.94,957.66
ORD001596,CUST00359,2023-03-02,Returned,Portland,OR,0,137.81,1860.47
ORD001597,CUST00465,2023-04-24,Completed,Houston,TX,0,138.27,1866.66
ORD001598,CUST00174,2024-11-01,Pending,Portland,OR,29.41,71.32,933.42
ORD001599,CUST00433,2023-02-14,Completed,Chicago,IL,24.62,122.77,1632.82
ORD001600,CUST00346,2024-07-17,Completed,Dallas,TX,0,57.65,778.3
ORD001601,CUST00148,2023-08-25,Completed,Las Vegas,NV,41.46,9.23,83.1
ORD001602,CUST00143,2025-03-02,Pending,Columbus,OH,10.16,143.73,1930.15
ORD001603,CUST00390,2023-02-02,Completed,Portland,OR,21.42,81.83,1083.24
ORD001604,CUST00114,2024-07-09,Completed,Denver,CO,0,98.77,1333.36
ORD001605,CUST00125,2024-09-23,Returned,Detroit,MI,47.99,58.49,741.66
ORD001606,CUST00031,2023-12-15,Completed,Las Vegas,NV,0,58.84,794.31
ORD001607,CUST00483,2024-08-06,Pending,Minneapolis,MN,0.65,4.64,62.05
ORD001608,CUST00124,2024-02-01,Completed,Houston,TX,23.88,8.58,92.0
ORD001609,CUST00292,2024-12-12,Completed,Salt Lake City,UT,35.83,153.1,2030.97
ORD001610,CUST99999,2024-12-16,Completed,Denver,CO,18.75,37.24,484.05
ORD001611,CUST00325,2025-02-15,Completed,Kansas City,MO,7.86,53.57,715.33
ORD001612,CUST00067,2023-03-16,Returned,Portland,OR,0,157.68,2128.71
ORD001613,CUST00322,2023-04-19,Completed,Atlanta,GA,0,41.96,566.41
ORD001614,CUST00439,2024-08-09,Completed,Jacksonville,FL,7.47,126.62,1701.92
ORD001615,CUST00430,2025-01-24,Completed,San Antonio,TX,28.57,103.48,1368.35
ORD001616,CUST00130,2023-01-06,Completed,Chicago,IL,47.95,89.64,1162.15
ORD001617,CUST00070,2025-06-26,Completed,San Francisco,CA,4.42,63.78,856.67
ORD001618,CUST00172,2024-11-25,Completed,New York,NY,0,156.08,2107.13
ORD001619,CUST00217,2024-08-02,Completed,Orlando,FL,4.39,95.6,1286.18
ORD001620,CUST00412,2023-02-17,Completed,Boston,MA,0,135.16,1824.63
ORD001621,CUST00238,2025-06-24,Cancelled,Jacksonville,FL,22.88,57.63,755.12
ORD001622,CUST00177,2023-05-10,Completed,Los Angeles,CA,0,72.08,973.02
ORD001623,CUST00491,2025-02-08,Completed,Austin,TX,0,30.26,408.51
ORD001624,CUST00269,2025-03-25,Completed,Austin,TX,33.01,12.3,132.99
ORD001625,CUST00396,2024-05-15,Completed,San Diego,CA,34.32,91.18,1196.64
ORD001626,CUST00374,2023-08-05,Completed,San Diego,CA,0,54.24,732.23
ORD001627,CUST00285,2024-04-19,Completed,Nashville,TN,23.52,113.11,1503.47
ORD001628,CUST00414,2025-02-07,Completed,Chicago,IL,16.98,39.04,510.0
ORD001629,CUST00089,2024-01-20,Completed,Columbus,OH,7.73,145.52,1956.85
ORD001630,CUST00264,2025-06-22,Completed,Seattle,WA,0,10.06,135.83
ORD001631,CUST00110,2025-02-11,Completed,Dallas,TX,0,1.79,24.2
ORD001632,CUST00031,2024-10-02,Completed,Denver,CO,48.97,23.03,261.9
ORD001633,CUST00068,2023-10-13,Completed,Indianapolis,IN,0,45.76,617.71
ORD001634,CUST00345,2024-01-04,Completed,San Diego,CA,0,114.15,1541.02
ORD001635,CUST00480,2025-01-22,Cancelled,Dallas,TX,0,7.32,98.83
ORD001636,CUST00477,2023-05-15,Completed,San Jose,CA,0,71.12,960.16
ORD001637,CUST00398,2023-04-16,Completed,Dallas,TX,0,115.31,1556.66
ORD001638,CUST00101,2024-03-03,Completed,Dallas,TX,0,9.05,122.18
ORD001639,CUST00479,2025-04-24,Completed,New York,NY,0,114.9,1551.09
ORD001640,CUST00115,2023-12-31,Completed,Orlando,FL,0,94.19,1271.62
ORD001641,CUST00352,2024-12-01,Cancelled,Dallas,TX,0,27.24,-58.43
ORD001642,CUST00490,2024-01-23,Completed,Phoenix,AZ,2.04,151.27,2040.11
ORD001643,CUST00278,2025-03-15,Completed,Columbus,OH,0,40.87,551.79
ORD001644,CUST00445,2024-02-01,Completed,Seattle,WA,0,25.49,344.14
ORD001645,CUST00286,2024-03-05,Pending,Fort Worth,TX,0,80.97,1093.12
ORD001646,CUST00457,2024-03-03,Pending,Las Vegas,NV,45.37,74.54,960.97
ORD001647,CUST00412,2024-12-18,Completed,Chicago,IL,0,25.83,348.71
ORD001648,CUST00131,2023-03-03,Completed,Atlanta,GA,0,47.05,635.19
ORD001649,CUST00395,2024-03-27,Completed,Boston,MA,19.58,32.7,421.89
ORD001650,CUST00193,2024-08-04,Completed,Fort Worth,TX,0,2.95,39.85
ORD001651,CUST00046,2023-05-13,Completed,Austin,TX,19.27,70.32,930.05
ORD001652,CUST00425,2023-09-19,Pending,Denver,CO,0,66.69,900.34
ORD001653,CUST00436,2024-07-22,Pending,Detroit,MI,13.33,25.57,331.83
ORD001654,CUST00319,2024-05-19,Completed,Chicago,IL,29.71,110.46,1461.49
ORD001655,CUST00293,2023-09-03,Completed,Minneapolis,MN,45.37,114.26,1497.1
ORD001656,CUST00369,2023-07-25,Completed,Miami,FL,0,129.11,1743.01
ORD001657,CUST00126,2023-07-11,Pending,Denver,CO,33.34,59.36,768.07
ORD001658,CUST00362,2025-04-14,Pending,Indianapolis,IN,0,110.82,1496.08
ORD001659,CUST00137,2024-06-25,Returned,Las Vegas,NV,0,6.03,81.45
ORD001660,CUST00170,2025-03-08,Returned,Las Vegas,NV,45.81,90.89,1181.24
ORD001661,CUST00462,2024-12-30,Completed,Raleigh,NC,39.87,44.09,555.36
ORD001662,CUST00139,2024-01-05,Pending,Detroit,MI,21.83,90.99,1206.51
ORD001663,CUST00033,2025-01-15,Completed,Atlanta,GA,0,81.24,1096.76
ORD001664,CUST00012,2023-10-15,Completed,Tampa,FL,0,29.65,400.27
ORD001665,CUST00175,2025-05-08,Completed,New York,NY,45.85,50.13,630.85
ORD001666,CUST00155,2024-09-02,Cancelled,Jacksonville,FL,0,126.19,1703.51
ORD001667,CUST00123,2025-05-23,Completed,Orlando,FL,0.68,139.43,1881.58
ORD001668,CUST00489,2024-08-25,Cancelled,Las Vegas,NV,13.28,62.55,-71.41
ORD001669,CUST00213,2024-08-20,Completed,Indianapolis,IN,0,127.15,1716.57
ORD001670,CUST00212,2023-11-21,Completed,San Diego,CA,10.67,129.84,1742.16
ORD001671,CUST00010,2024-04-13,Completed,Charlotte,NC,0,153.83,2076.71
ORD001672,CUST00086,2024-12-03,Completed,Los Angeles,CA,24.78,85.68,1131.94
ORD001673,CUST00478,2023-03-23,Pending,San Jose,CA,0,88.56,1195.55
ORD001674,CUST00459,2023-08-03,Completed,Seattle,WA,0,155.16,2094.69
ORD001675,CUST00348,2024-06-01,Completed,Jacksonville,FL,12.99,135.31,1813.72
ORD001676,CUST00479,2024-05-24,Completed,Kansas City,MO,0,154.44,2084.89
ORD001677,CUST00228,2024-02-25,Completed,Los Angeles,CA,43.77,131.54,1732.07
ORD001678,CUST00100,2024-08-14,Completed,Raleigh,NC,0,109.62,1479.92
ORD001679,CUST00359,2023-10-13,Completed,Raleigh,NC,32.29,8.99,89.05
ORD001680,CUST00167,2025-04-13,Cancelled,Portland,OR,0,86.66,1169.94
ORD001681,CUST00034,2023-06-05,Completed,Chicago,IL,0,109.7,1480.89
ORD001682,CUST00155,2024-04-19,Completed,Boston,MA,47.27,20.59,230.75
ORD001683,CUST00413,2024-12-09,Pending,Charlotte,NC,38.46,36.07,448.49
ORD001684,CUST00180,2023-06-18,Completed,Philadelphia,PA,9.92,32.98,435.33
ORD001685,CUST00096,2024-02-05,Completed,San Jose,CA,0,115.78,1563.05
ORD001686,CUST00350,2023-12-19,Cancelled,Kansas City,MO,0,60.77,-17.28
ORD001687,CUST00227,2023-06-01,Pending,Columbus,OH,0,102.97,1390.04
ORD001688,CUST00437,2023-07-14,Completed,Charlotte,NC,30.17,29.21,364.17
ORD001689,CUST00117,2025-04-28,Completed,Salt Lake City,UT,41.58,125.45,1651.95
ORD001690,CUST00465,2024-06-03,Completed,Tampa,FL,0,7.11,95.93
ORD001691,CUST00404,2024-04-15,Completed,Houston,TX,0,31.29,422.42
ORD001692,CUST00252,2025-04-06,Cancelled,San Diego,CA,0,136.8,1846.81
ORD001693,CUST00284,2023-04-13,Completed,San Diego,CA,0,135.5,1829.24
ORD001694,CUST00440,2024-07-25,Returned,Charlotte,NC,31.61,30.57,381.07
ORD001695,CUST00133,2025-05-12,Completed,Kansas City,MO,46.15,122.31,1605.01
ORD001696,CUST00497,2023-11-29,Completed,Atlanta,GA,0,43.2,583.26
ORD001697,CUST00009,2023-06-06,Pending,Columbus,OH,0,27.16,366.7
ORD001698,CUST00079,2023-10-27,Cancelled,San Antonio,TX,0,25.99,-32.96
ORD001699,CUST00317,2023-12-29,Completed,Jacksonville,FL,0,61.32,827.83
ORD001700,CUST00326,2024-11-02,Completed,Detroit,MI,0,63.31,854.74
ORD001701,CUST00140,2023-09-08,Returned,Salt Lake City,UT,0,104.2,1406.75
ORD001702,CUST99999,2024-05-18,Completed,Atlanta,GA,0,132.7,1791.49
ORD001703,CUST00007,2024-07-26,Completed,Nashville,TN,38.61,105.07,1379.8
ORD001704,CUST00147,2024-01-30,Completed,Phoenix,AZ,0,106.32,1435.29
ORD001705,CUST00142,2025-04-28,Completed,Atlanta,GA,32.84,62.76,814.43
ORD001706,CUST00321,2023-11-23,Completed,Salt Lake City,UT,0,13.12,177.11
ORD001707,CUST00345,2024-03-14,Completed,Phoenix,AZ,13.38,13.88,173.94
ORD001708,CUST00370,2023-10-06,Completed,Detroit,MI,0,149.44,2017.46
ORD001709,CUST00413,2023-08-05,Completed,Miami,FL,0,73.02,985.72
ORD001710,CUST00223,2025-04-02,Completed,Jacksonville,FL,0,23.31,314.74
ORD001711,CUST00046,2023-03-14,Completed,Austin,TX,32.6,16.82,194.49
ORD001712,CUST00485,2023-07-26,Completed,San Jose,CA,0,120.7,1629.46
ORD001713,CUST00111,2024-08-03,Completed,Atlanta,GA,20.3,91.32,1212.48
ORD001714,CUST00095,2024-05-17,Completed,Phoenix,AZ,11.57,127.99,1716.24
ORD001715,CUST00494,2024-02-03,Completed,Dallas,TX,1.42,153.53,2071.21
ORD001716,CUST00482,2024-03-06,Completed,Salt Lake City,UT,0,134.76,1819.27
ORD001717,CUST00097,2024-09-09,Completed,Boston,MA,0,123.56,1668.09
ORD001718,CUST00075,2024-11-19,Pending,Los Angeles,CA,28.91,54.64,708.77
ORD001719,CUST00249,2024-08-23,Completed,Chicago,IL,0,135.0,1822.49
ORD001720,CUST00246,2023-10-17,Completed,Miami,FL,0,73.85,996.92
ORD001721,CUST00157,2023-01-02,Completed,New York,NY,0,154.96,2091.94
ORD001722,CUST00304,2025-02-19,Completed,Boston,MA,0,65.1,878.91
ORD001723,CUST00219,2025-06-25,Pending,Orlando,FL,20.99,33.49,431.09
ORD001724,CUST00358,2023-12-05,Completed,Chicago,IL,0,66.02,891.3
ORD001725,CUST00219,2023-02-08,Completed,Charlotte,NC,0,62.76,847.28
ORD001726,CUST00184,2024-03-27,Pending,Jacksonville,FL,0,141.42,1909.23
ORD001727,CUST00304,2024-01-25,Completed,Dallas,TX,0,34.21,461.87
ORD001728,CUST00237,2023-07-03,Completed,Raleigh,NC,0,19.04,257.08
ORD001729,CUST00315,2024-03-12,Completed,Minneapolis,MN,0,158.01,2133.16
ORD001730,CUST00179,2024-09-27,Pending,Denver,CO,42.02,122.53,1612.14
ORD001731,CUST00448,2024-03-21,Completed,Denver,CO,0,155.62,2100.92
ORD001732,CUST00292,2023-11-11,Cancelled,Denver,CO,39.28,127.01,1675.31
ORD001733,CUST00139,2023-09-06,Cancelled,San Francisco,CA,47.24,42.54,-71.49
ORD001734,CUST00115,2024-06-22,Completed,Minneapolis,MN,41.84,112.42,1475.8
ORD001735,CUST00479,2024-05-27,Completed,Houston,TX,0,97.5,1316.27
ORD001736,CUST00479,2024-11-16,Pending,Columbus,OH,32.13,141.36,1876.26
ORD001737,CUST00293,2023-06-11,Completed,Seattle,WA,0,2.86,38.65
ORD001738,CUST00246,2024-12-08,Completed,Orlando,FL,0,137.89,1861.52
ORD001739,CUST00402,2025-05-22,Completed,Nashville,TN,0,32.13,433.71
ORD001740,CUST00006,2024-04-28,Completed,Minneapolis,MN,6.6,124.8,1678.14
ORD001741,CUST00076,2024-08-03,Completed,Chicago,IL,0,49.82,672.51
ORD001742,CUST00055,2025-04-22,Completed,Charlotte,NC,0,143.72,1940.25
ORD001743,CUST00098,2023-07-28,Cancelled,Dallas,TX,23.07,137.58,-47.12
ORD001744,CUST00498,2024-10-05,Completed,Detroit,MI,23.57,1.97,2.99
ORD001745,CUST00283,2024-09-16,Pending,Philadelphia,PA,0,12.5,168.69
ORD001746,CUST00115,2024-12-13,Completed,Boston,MA,0,63.04,851.05
ORD001747,CUST00081,2023-07-29,Completed,Las Vegas,NV,0,30.68,414.14
ORD001748,CUST00209,2023-09-12,Completed,Dallas,TX,0,74.07,999.96
ORD001749,CUST00213,2023-01-20,Completed,Columbus,OH,0,106.66,1439.97
ORD001750,CUST00460,2024-07-07,Cancelled,Atlanta,GA,1.63,126.97,-34.89
ORD001751,CUST00454,2023-10-15,Completed,San Jose,CA,0,93.88,1267.36
ORD001752,CUST00097,2024-05-13,Completed,Philadelphia,PA,0,46.91,633.28
ORD001753,CUST00406,2025-05-11,Completed,Chicago,IL,0,26.18,353.41
ORD001754,CUST00217,2023-06-17,Pending,Las Vegas,NV,0,90.16,1217.15
ORD001755,CUST00102,2024-04-04,Completed,Atlanta,GA,36.49,121.02,1597.24
ORD001756,CUST00206,2023-06-06,Completed,Fort Worth,TX,11.69,23.19,301.36
ORD001757,CUST00210,2025-06-17,Completed,San Antonio,TX,0,5.08,68.57
ORD001758,CUST00478,2025-01-21,Completed,Raleigh,NC,33.52,69.36,902.84
ORD001759,CUST00385,2024-03-13,Completed,New York,NY,0,77.38,1044.59
ORD001760,CUST00029,2025-02-05,Completed,Nashville,TN,0,45.63,616.06
ORD001761,CUST00250,2023-06-27,Pending,Philadelphia,PA,36.74,89.69,1174.08
ORD001762,CUST00024,2023-08-10,Completed,Austin,TX,0,147.0,1984.44
ORD001763,CUST00380,2024-04-14,Completed,Dallas,TX,0,155.6,2100.57
ORD001764,CUST00150,2025-01-04,Completed,Los Angeles,CA,0,27.48,371.03
ORD001765,CUST00426,2023-03-01,Returned,Houston,TX,0,140.78,1900.55
ORD001766,CUST00470,2024-07-13,Completed,Indianapolis,IN,0,124.55,1681.4
ORD001767,CUST00319,2024-12-08,Completed,Salt Lake City,UT,0,132.25,1785.43
ORD001768,CUST00447,2023-02-21,Pending,Jacksonville,FL,0,102.95,1389.79
ORD001769,CUST00477,2024-11-24,Completed,Orlando,FL,0,25.1,338.81
ORD001770,CUST00353,2023-11-21,Completed,Phoenix,AZ,0,128.74,1738.02
ORD001771,CUST00372,2025-02-15,Completed,Detroit,MI,0,114.48,1545.45
ORD001772,CUST00482,2024-05-12,Pending,San Jose,CA,0,31.32,422.82
ORD001773,CUST00495,2023-04-13,Cancelled,Phoenix,AZ,0,15.22,205.41
ORD001774,CUST00026,2023-12-21,Completed,Chicago,IL,27.64,129.48,1720.38
ORD001775,CUST00478,2023-02-20,Completed,Phoenix,AZ,24.24,111.46,1480.52
ORD001776,CUST00356,2023-12-27,Completed,Charlotte,NC,0,155.51,2099.33
ORD001777,CUST00090,2023-11-22,Completed,Portland,OR,44.87,18.93,210.66
ORD001778,CUST00011,2024-02-02,Pending,San Jose,CA,12.49,89.92,1201.39
ORD001779,CUST00165,2023-06-03,Returned,Las Vegas,NV,0,61.11,824.96
ORD001780,CUST00379,2024-10-23,Completed,Indianapolis,IN,0,153.37,2070.44
ORD001781,CUST00227,2025-04-16,Completed,New York,NY,0,156.22,2109.02
ORD001782,CUST00170,2025-05-10,Completed,Los Angeles,CA,0,82.16,1109.14
ORD001783,CUST00393,2023-01-22,Completed,New York,NY,0.52,60.87,821.25
ORD001784,CUST00320,2025-02-23,Completed,Portland,OR,9.47,109.61,1470.24
ORD001785,CUST00213,2024-10-11,Completed,Jacksonville,FL,8.0,140.62,1890.36
ORD001786,CUST00184,2024-04-08,Completed,Charlotte,NC,23.71,127.49,1697.46
ORD001787,CUST00069,2023-03-24,Completed,San Jose,CA,17.46,14.86,183.16
ORD001788,CUST00166,2024-08-09,Completed,Los Angeles,CA,7.88,95.46,1280.79
ORD001789,CUST00298,2023-06-05,Completed,Minneapolis,MN,0,51.62,696.91
